type,id,status,description,amount,account,balance,direction,class,institution,postDate
transaction,76b3ef40-79cf-4ade-9f6d-f161f466b701,posted,Travel Agency Booking,-418.3,0cbac1b6-408b-462f-8348-dd5f249cc62f,2200.32,debit,cash-withdrawal,AU00000,2024-03-22T16:29:24Z
transaction,a2dfbc6d-77d7-4072-bdac-89a614b09782,posted,Public Transport Fare,-1222.73,9fd84461-eb48-4884-882a-4c0c488529c7,977.59,debit,cash-withdrawal,AU00000,2023-07-30T03:53:16Z
transaction,3c45cea4-28aa-4390-8595-3a8e6ad53f57,posted,Electricity Bill Payment,-1279.26,5403c98f-cc31-480f-ac3c-fad32731062e,10978.99,debit,cash-withdrawal,AU00000,2024-03-19T21:38:32Z
transaction,c7db0520-9819-492e-8722-8fa33cefd284,posted,Gym Membership Fee,-946.85,21576ab6-ad42-4ea2-b161-70f03cd39afd,10032.14,debit,cash-withdrawal,AU00000,2023-06-03T18:04:57Z
transaction,761ae56a-a85f-4ccb-9685-d56b6d525383,posted,Restaurant Dinner,-4354.16,e07e9894-1edc-403a-8a05-d270d31129d6,5677.98,debit,cash-withdrawal,AU00000,2023-09-18T16:08:23Z
transaction,4900ee6c-2a7a-480e-a969-d95106a04de4,posted,Mobile Phone Bill Payment,-437.86,3582d313-5114-448c-8d19-5652aca8390f,5240.12,debit,bank-fee,AU00000,2023-10-05T18:13:45Z
transaction,50075541-c40f-4f1d-a6e7-d50f787223eb,posted,Clothing Store Purchase,-4413.97,6066aeef-096b-4bb5-b517-3985c101328b,826.15,debit,bank-fee,AU00000,2024-04-10T14:03:21Z
transaction,ef83575b-fe8d-46be-b77d-3f2a54765492,posted,Netflix Subscription,-2621.0,ca2e8586-fb49-490e-a0c3-f138c7d83c70,-1794.85,debit,payment,AU00000,2024-03-26T10:56:26Z
transaction,28d45820-422a-483a-a484-09125a6b8336,posted,Netflix Subscription,-2635.35,4813b75e-fc31-44fc-ae56-aa79e26ff088,-4430.2,debit,cash-withdrawal,AU00000,2023-11-30T06:59:20Z
transaction,ee5011ad-8d50-4d32-924e-a885471f129a,posted,Electricity Bill Payment,-900.13,9b3da635-ddd2-4991-877c-9611299ce13c,-5330.33,debit,cash-withdrawal,AU00000,2023-06-03T22:24:13Z
transaction,538f742c-fbc4-4c80-aae9-9b9c8853f7b1,posted,Non Hooli ATM Withdrawal Fee,-901.37,5bbf01bc-0ef7-4ea4-9bdf-f0f8327bb728,-6231.7,debit,bank-fee,AU00000,2023-11-18T02:18:23Z
transaction,a26fa227-184e-4a9a-9bfb-ed89698817c7,posted,Payroll WFRMS 15439393,11899.97,41c6b172-3726-40bb-9e4e-8364b6c6bb3f,5668.27,credit,transfer,AU00000,2023-12-11T08:16:42Z
transaction,1c5a777a-e24d-41c8-872c-11d559a8a25c,posted,TRANSFER TO JOANNA SMITH CAMPING,-46.84,b4fedec1-2d35-4f15-aa2a-04ef0d9f67a5,13055.8,debit,bank-fee,AU00000,2023-05-31T08:00:30Z
transaction,908b46b5-d399-4bfd-bab9-57efc3409d52,posted,Uber Ride,-2326.01,8b20b56a-bb64-49b0-bd44-577921035c58,10729.79,debit,bank-fee,AU00000,2023-05-23T14:19:13Z
transaction,8ab89d65-fd44-44fb-a89f-a7d75c3997f5,posted,Payroll WFRMS 15439393,11948.85,eaec8c1a-2a3b-4b89-9b30-8d4c4a9eb06c,22678.64,credit,transfer,AU00000,2023-07-10T20:22:14Z
transaction,ede57201-09e6-4483-8500-d623fe46e8f7,posted,Restaurant Dinner,-463.24,5319ef43-bfa5-4a78-8c0d-cf231d24d418,22215.4,debit,cash-withdrawal,AU00000,2023-11-28T11:24:26Z
transaction,cc461ded-3a4a-465a-880e-d33403c7c5a2,posted,TRANSFER TO JOANNA SMITH CAMPING,-1459.89,404a6c3b-ae3c-48e5-9148-f91939cbc949,20755.51,debit,payment,AU00000,2023-07-25T01:11:14Z
transaction,a62866c8-0ad6-4b1a-896d-7ade7164137d,posted,Manly Maths Tutor Wages,-4123.36,f6da4b32-8a43-46e9-86f0-a26a105e4e6a,16632.15,debit,payment,AU00000,2023-07-19T03:53:29Z
transaction,3809e252-0758-4ba3-847c-e9fdb65fe007,posted,Home Improvement Store Purchase,-854.84,ab8fd133-adb0-4612-ad83-23c38e3e2eb1,15777.31,debit,cash-withdrawal,AU00000,2023-07-03T04:51:30Z
transaction,d8eb9ced-697c-479d-a71b-245c6951f416,posted,Clothing Store Purchase,-3288.8,f80a3dd2-ae10-4131-8210-e4bbf7e1ea98,12488.51,debit,cash-withdrawal,AU00000,2023-09-08T09:23:37Z
transaction,9736e69f-9fb0-419e-8d03-ada4c915928e,posted,Pharmacy Purchase,-3470.4,0c354961-4d2f-4f01-b0d6-c67fb15bb23a,9018.11,debit,cash-withdrawal,AU00000,2023-07-28T23:37:18Z
transaction,06610d53-d230-4df7-948d-326c5caf9f0c,posted,Non Hooli ATM Withdrawal Fee,-4121.7,ed4b2053-0488-4e6f-8254-df03830d8db4,4896.41,debit,payment,AU00000,2024-02-22T22:00:50Z
transaction,da983985-72c1-4727-96c1-d079c4df819f,posted,Netflix Subscription,-1542.25,8b7e0850-22b4-412a-bd33-0a4b5969be9a,7785.26,debit,bank-fee,AU00000,2023-08-03T05:58:13Z
transaction,b6c98f5e-1793-4883-91dc-bb22b8608553,posted,TRANSFER TO JOANNA SMITH CAMPING,-852.3,2600c76c-19cd-40d5-a404-eff9d74176b4,6932.96,debit,bank-fee,AU00000,2024-02-18T17:38:35Z
transaction,26bf0e5b-ed9e-4d65-8f30-c55ac24d9c92,posted,Uber Ride,-945.48,0a3ee4e2-e33c-44bc-ab39-c573e6e7f8e0,5987.48,debit,bank-fee,AU00000,2023-10-06T16:24:16Z
transaction,cf97eb5c-39da-442d-93bf-0909127a08ce,posted,Gym Membership Fee,-442.16,3f21d704-d1e4-410e-8299-0a4a4f1f3200,5545.32,debit,payment,AU00000,2023-06-14T18:42:45Z
transaction,233350d5-2e2d-43f4-9503-f6f16fb06a09,posted,Bookstore Purchase,-3764.1,ca9d92ac-69a6-4afd-ace3-47e8381a9874,1781.22,debit,bank-fee,AU00000,2024-02-26T03:18:52Z
transaction,9eaf5809-a3a5-4c86-9199-e8ec1ec3cdc0,posted,Movie Ticket Purchase,-2121.35,46f11ef6-348e-4336-97bd-cfe19f265ebc,-340.13,debit,cash-withdrawal,AU00000,2023-06-03T16:26:28Z
transaction,decb1670-030f-4b4f-a4a3-887654e2b8e1,posted,Movie Ticket Purchase,-411.02,c1ac3014-0741-498e-879b-1f96bb5af809,-751.15,debit,payment,AU00000,2024-02-14T13:33:30Z
transaction,8aea989b-2085-4ff6-a85f-0f1d0e0bf846,posted,Music Streaming Subscription,-2765.02,eac6ad8b-7977-4089-b856-b4e645d36028,-3516.17,debit,payment,AU00000,2023-08-07T08:09:52Z
transaction,10833f2d-9740-4d9b-bf8e-d7631230f819,posted,TRANSFER TO JOANNA SMITH CAMPING,-4260.3,d23e40fd-a57a-4115-8e1f-3512d1e920aa,-7776.47,debit,bank-fee,AU00000,2023-11-03T22:27:15Z
transaction,589f21ca-e32e-442b-8ae9-dfda6ad5c67f,posted,Movie Ticket Purchase,-3705.18,cdafa06a-b739-492e-9790-5135898b277c,-11481.65,debit,bank-fee,AU00000,2024-04-08T17:48:11Z
transaction,63d05f22-36a1-475d-80ca-f0dc599257d3,posted,Manly Maths Tutor Wages,-3071.36,94e7a6ec-e4af-4246-86f7-15fde57c296d,13351.11,debit,payment,AU00000,2023-06-28T19:30:56Z
transaction,b1374887-bb5a-4a79-8258-f9a0b729d742,posted,Mobile Phone Bill Payment,-3784.24,9fbbf3f8-8566-4afd-a8a5-d688fcce4f6d,9566.87,debit,cash-withdrawal,AU00000,2023-12-31T20:33:46Z
transaction,d130243e-95d4-4fca-acaa-1dc38267083f,posted,Home Improvement Store Purchase,-4916.85,5994344a-61d1-43c2-bf36-73fbb53398a4,4650.02,debit,cash-withdrawal,AU00000,2023-06-17T14:42:33Z
transaction,f5ea6fbe-d4a5-4305-a4a4-48f40b1fddc8,posted,Pharmacy Purchase,-3662.27,c05768f5-20e0-4abe-8f73-0d5aef52bde8,987.75,debit,bank-fee,AU00000,2023-12-31T16:12:45Z
transaction,1d0e9b34-87fa-4aa4-a34f-5a77a076f691,posted,Pharmacy Purchase,-1348.62,aced5738-a1df-4704-896d-eef269f5361a,-360.87,debit,payment,AU00000,2023-11-28T16:05:35Z
transaction,0f9e4eaf-09b3-42b9-9657-b3683ea95525,posted,Hair Salon Appointment,-4224.34,e69e4627-d800-44c8-ba07-737da64a6265,-4585.21,debit,payment,AU00000,2024-04-17T23:47:32Z
transaction,1cd445ef-6747-4317-90b3-93e32bb673e6,posted,CTRLINK CARERS Ref: 998R6789201610974V,-1477.5,f998ce1c-54cc-46df-af10-8c48fec59854,-6062.71,debit,cash-withdrawal,AU00000,2024-03-31T11:04:40Z
transaction,19053fdf-1d77-4b52-be50-c91061e06c60,posted,Coffee Shop Purchase,-4114.41,bd254d44-1ee9-4dd1-9dad-7af37c61ecf8,-10177.12,debit,cash-withdrawal,AU00000,2024-02-20T09:27:02Z
transaction,afc32a8d-aa8f-408c-9cdd-97d25deae065,posted,CTRLINK CARERS Ref: 998R6789201610974V,-3835.33,06ecef02-8107-4887-a90f-a7b7e7186d2f,-14012.45,debit,cash-withdrawal,AU00000,2024-04-07T12:49:41Z
transaction,de05fd5c-8a52-4a32-8669-df0f86590e98,posted,TFR Acc14000 TO 12389,-560.72,662960ef-72c4-4938-9e97-ba1839aef110,-14573.17,debit,cash-withdrawal,AU00000,2023-09-04T17:15:14Z
transaction,ae11381e-8d96-465a-83b2-38b2a68b8dea,posted,AGL RETAIL ENERGY LTD (GAS),-761.27,a0d40e81-7e53-4b66-9b82-f7a7b47e028e,8645.92,debit,payment,AU00000,2024-01-30T18:05:51Z
transaction,258d9829-7e5c-4346-903a-08489a6f3dbe,posted,Transfer Platnm Homeloan 346454,-1418.73,f73be4da-e080-49de-b665-f2834b1a9d0e,7227.19,debit,payment,AU00000,2024-04-10T00:27:49Z
transaction,68bb1c4c-aad8-4c1e-bc06-d4c7f78b8c13,posted,Gasoline Purchase,-650.42,6b647a9c-b3bb-4196-a411-3cca4e6da886,6576.77,debit,bank-fee,AU00000,2024-04-24T15:49:17Z
transaction,9fe49c64-8a70-4420-b59b-f1e78eefb6ca,posted,AGL RETAIL ENERGY LTD (GAS),-1989.38,b3068d04-3a04-4e00-a125-d40a814df07f,4587.39,debit,cash-withdrawal,AU00000,2023-05-22T01:37:31Z
transaction,29faea9f-7ade-47a2-9162-9b729f6195ac,posted,Netflix Subscription,-3835.98,d1f98bac-a3a8-4b18-baad-6ada223cce73,751.41,debit,cash-withdrawal,AU00000,2023-10-22T10:02:33Z
transaction,201cd3b3-025e-4169-868e-6356907729f5,posted,Payroll WFRMS 15439393,10639.66,dd6a131f-f14c-4bf3-aac8-501288785268,11391.07,credit,transfer,AU00000,2023-11-06T04:10:24Z
transaction,da08a4da-da6f-4858-9df5-292bff056625,posted,Home Improvement Store Purchase,-1589.58,fe909941-af34-4580-98c6-271561f4ec84,9801.49,debit,payment,AU00000,2024-01-29T21:13:57Z
transaction,3843e09f-9c78-4b9e-8f19-5018d02f37b4,posted,Gasoline Purchase,-4681.56,d3b88802-4aad-4441-979e-9664d04b627c,5119.93,debit,cash-withdrawal,AU00000,2023-12-31T04:08:09Z
transaction,a494d719-0477-4ca1-8cf0-dd720a99697a,posted,Uber Ride,-568.36,b5d3acfa-5457-4ce5-bac2-5868cc1349ff,4551.57,debit,bank-fee,AU00000,2023-11-25T08:15:13Z
transaction,7d9e09b1-5182-4965-bf59-22825e1c46e5,posted,Movie Ticket Purchase,-2555.28,88841496-c906-466d-90d8-33b508e58e72,1996.29,debit,bank-fee,AU00000,2024-04-02T00:52:53Z
transaction,4dd25d06-5baf-42c4-a6fc-6256b390817f,posted,Pharmacy Purchase,-3134.78,a87d4010-2fd4-4966-add7-f1b7d0010dd1,16072.72,debit,bank-fee,AU00000,2023-10-30T01:29:03Z
transaction,707c34d0-13b1-4ad2-8549-9c07154f2cb7,posted,CTRLINK CARERS Ref: 998R6789201610974V,-379.25,cc44c4f2-9dfb-4a33-9a9d-24a177d2736a,15693.47,debit,payment,AU00000,2023-11-18T22:26:32Z
transaction,69b9cda4-13bf-462a-8a46-2b9343f72e9a,posted,Pharmacy Purchase,-188.46,581641b9-285f-4d88-a42e-fa9b3f6b1196,15505.01,debit,bank-fee,AU00000,2023-11-12T09:15:51Z
transaction,1d458e0c-ab4d-41e4-a2e5-330bd8f65c39,posted,Movie Ticket Purchase,-907.62,af08a5e8-372f-407f-b41b-a33723000134,14597.39,debit,payment,AU00000,2023-09-17T19:07:58Z
transaction,8912bfd4-0507-4460-82c9-cbe93eb8655d,posted,Netflix Subscription,-2979.62,00210170-72fc-4e2b-8da7-b53f90e1bbb6,11617.77,debit,bank-fee,AU00000,2023-09-13T00:36:29Z
transaction,7231362a-58c2-4484-8fef-2a71f2db4d1f,posted,Non Hooli ATM Withdrawal Fee,-1367.77,faf76c5e-19dd-44d8-8711-19bab554036f,10250.0,debit,bank-fee,AU00000,2023-08-27T09:02:34Z
transaction,ba03898f-3bbb-4b29-8310-dfb6832a2d80,posted,Gym Membership Fee,-954.82,facebce1-a82c-4662-bceb-8002f7c25bbf,9295.18,debit,payment,AU00000,2024-03-11T11:25:08Z
transaction,2003a637-c4e4-4786-853b-509f07caae93,posted,Transfer Platnm Homeloan 346454,-543.89,c93d55f6-3540-4a4e-a21a-6c04d8363e34,8751.29,debit,cash-withdrawal,AU00000,2023-07-20T21:13:26Z
transaction,d507e6f1-c446-44c9-b325-d32f330da84c,posted,Public Transport Fare,-4244.24,c512896e-022b-41dd-aa15-dca4588ff8ac,4507.05,debit,payment,AU00000,2023-12-30T11:48:16Z
transaction,7c3bdcb9-c84f-48e5-81df-bd22c36b13ea,posted,Travel Agency Booking,-1125.03,2aa4d830-b771-4534-950c-fa400222c56e,3382.02,debit,cash-withdrawal,AU00000,2023-08-27T01:37:28Z
transaction,8673a3db-714e-4935-ab11-7bc942fc56e2,posted,Non Hooli ATM Withdrawal Fee,-1754.96,5cdfbdb6-08dd-4c6d-badd-660b65bd27a7,15713.81,debit,cash-withdrawal,AU00000,2023-10-18T05:53:07Z
transaction,fecd669e-ac1c-4084-8c6a-4508cafe01ab,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-1508.43,22cf2d0c-39b0-4ad5-bc8f-d783d14cd335,14205.38,debit,cash-withdrawal,AU00000,2024-04-25T11:38:28Z
transaction,3537eae0-e520-4e95-888f-0446ce272468,posted,Clothing Store Purchase,-4045.34,5d95075e-3e08-407a-972d-55574433678d,10160.04,debit,bank-fee,AU00000,2023-10-05T04:55:55Z
transaction,7bf83a79-7cc3-4431-b191-2ba31f971e03,posted,Transfer Platnm Homeloan 346454,-4206.32,2be1e4f3-1721-4fb9-8d79-deffbda98a6b,5953.72,debit,cash-withdrawal,AU00000,2023-06-05T03:33:50Z
transaction,c7192636-d7cb-4e1b-a4ee-9f5613db898f,posted,AGL RETAIL ENERGY LTD (GAS),-3996.21,41bc2bfa-3003-4fb6-8c0d-08923cb1707c,1957.51,debit,cash-withdrawal,AU00000,2024-03-15T02:55:49Z
transaction,8f6120fa-b09f-45b8-8381-5ef291ccca8a,posted,Transfer Platnm Homeloan 346454,-688.29,56b80e31-914b-4fa4-85ab-ca17040df99e,1269.22,debit,payment,AU00000,2024-01-25T11:55:48Z
transaction,6e485201-abe2-485d-9cdf-2eaa46726054,posted,Bookstore Purchase,-4914.76,74f2adf2-e040-4e11-8cc0-331b2c198e89,-3645.54,debit,cash-withdrawal,AU00000,2023-06-12T12:11:29Z
transaction,54ccb5b3-22d8-42ae-9a14-33ad2e805030,posted,Online Gaming Purchase,-347.99,a9426474-aa38-41f8-8cc2-271c42a782e4,-3993.53,debit,payment,AU00000,2024-05-10T07:10:38Z
transaction,1115a693-0308-4d24-859c-69af2d17e792,posted,Payroll WFRMS 15439393,10801.23,e022a504-05fc-4f58-8fac-fc50ef36dcfc,6807.7,credit,transfer,AU00000,2024-01-20T21:12:44Z
transaction,dc986c8d-7bd6-44a0-b366-003014faa041,posted,Online Gaming Purchase,-2771.91,38d27fe6-2a16-4240-8727-e64f1965286c,4035.79,debit,bank-fee,AU00000,2024-04-23T00:59:43Z
transaction,a098d7cd-4ced-45e1-9d34-2aaae6474fcf,posted,Movie Ticket Purchase,-3573.11,3aa43741-294f-4224-9963-00923720ff32,14476.7,debit,cash-withdrawal,AU00000,2024-03-24T18:39:51Z
transaction,110c78a2-f881-48b6-a3a2-bd894bf484f6,posted,Gym Membership Fee,-1023.36,d703f1cc-48ef-47ab-9395-6bc35c87cf6e,13453.34,debit,bank-fee,AU00000,2024-02-19T16:39:30Z
transaction,882bfb35-e026-438e-a18d-1effea02e559,posted,Payroll WFRMS 15439393,11874.39,1c328831-4649-4628-8607-b395f19bc60f,25327.73,credit,transfer,AU00000,2023-05-23T12:35:52Z
transaction,26c4a3d7-a61d-4973-915d-631fe8d5a3df,posted,Manly Maths Tutor Wages,-1733.37,cea70475-99c8-417f-b709-8fc31d6579b0,23594.36,debit,bank-fee,AU00000,2024-02-03T01:43:07Z
transaction,5c766a70-fbcc-44b1-8672-198dda0d26b8,posted,Uber Ride,-4185.17,6039008a-63cb-47ba-8477-eaf4e7590795,19409.19,debit,bank-fee,AU00000,2024-03-02T20:07:27Z
transaction,70d4b63d-4fe6-4316-ad46-f22788ecd7bf,posted,TFR Acc14000 TO 12389,-212.68,c97e52a8-7aa4-46fe-848a-c64a06015c6d,19196.51,debit,cash-withdrawal,AU00000,2024-03-18T08:22:24Z
transaction,1c60d5ef-113c-4185-9bb0-559af78d650d,posted,Music Streaming Subscription,-2800.62,90b2f758-b750-4fc3-8025-cda1df15edca,16395.89,debit,payment,AU00000,2023-09-28T09:25:08Z
transaction,e5a08464-325f-4357-80db-a1c6c3fd8065,posted,Electricity Bill Payment,-987.38,a9b2c30e-5873-4370-b798-76523d6633b5,15408.51,debit,payment,AU00000,2024-05-05T08:04:26Z
transaction,de4f1a4e-386c-4e4d-aa84-354b3e0bf2a9,posted,Music Streaming Subscription,-3244.65,6fbcaef7-702f-4a82-91d1-0b0434845944,12163.86,debit,cash-withdrawal,AU00000,2023-12-14T10:03:09Z
transaction,dbe98408-3351-472a-a14e-b943a24789fb,posted,Home Improvement Store Purchase,-3652.87,a6fbf217-c852-4850-b2a0-b03314c2a0d5,8510.99,debit,cash-withdrawal,AU00000,2023-06-10T19:41:17Z
transaction,5568b033-c812-43ec-882e-120b2b2609a1,posted,Bookstore Purchase,-819.28,9aaf22cf-6783-4471-83fb-395f1694ab73,14909.98,debit,payment,AU00000,2023-10-24T20:08:11Z
transaction,e4935845-ba9d-412c-a097-46b788ce1865,posted,TFR Acc14000 TO 12389,-2479.24,0cf55057-9e66-497e-a8ac-3936e34fbe5c,12430.74,debit,payment,AU00000,2023-10-26T16:52:30Z
transaction,7350f57b-4950-4a22-a797-019195a43118,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-2302.34,b3f1cce4-f4a4-4a2b-8a33-c248dd2b0be3,10128.4,debit,cash-withdrawal,AU00000,2023-05-24T20:41:07Z
transaction,8d7880fb-22f0-418c-a9f1-514aea15d933,posted,Amazon Online Shopping,-4222.81,2f2229ee-8339-4113-96a4-d8d5c6b6d905,5905.59,debit,cash-withdrawal,AU00000,2023-06-15T17:38:46Z
transaction,dc019251-a1a4-4a41-bcec-7cb5104ec9ac,posted,Uber Ride,-3809.01,3bd20203-c5e1-4948-bd66-3e6c4abd2446,2096.58,debit,bank-fee,AU00000,2023-07-14T02:27:55Z
transaction,b679f88d-71f9-4641-8784-97d4b010ea68,posted,Bookstore Purchase,-205.84,5997e4f4-5d7f-4ab8-9be8-91a4a888b158,1890.74,debit,payment,AU00000,2023-10-31T02:12:07Z
transaction,640c4ec1-8a25-42db-912a-3f063d4d69bb,posted,Restaurant Dinner,-421.93,03c50cd4-3b0e-4f28-937e-2333800fc541,1468.81,debit,payment,AU00000,2023-07-08T17:47:00Z
transaction,909e2c2e-71cf-41ba-80cd-291b19d34dda,posted,Pharmacy Purchase,-908.57,7c64bb59-30f6-4101-9db5-ef0c92cfa7e4,560.24,debit,cash-withdrawal,AU00000,2023-07-30T16:59:01Z
transaction,dfd6b266-a05d-464d-aab1-5ac7f5bb9d58,posted,Non Hooli ATM Withdrawal Fee,-775.44,91dfbbf8-e627-4b7d-810f-b9dec0889f51,-215.2,debit,bank-fee,AU00000,2023-05-31T15:35:31Z
transaction,84f7a63a-4283-4c85-a226-8034273c553d,posted,TRANSFER TO JOANNA SMITH CAMPING,-4550.92,8d7ce6da-a4b4-4b9e-bed0-a996a1ae6d49,-4766.12,debit,payment,AU00000,2023-07-30T13:41:34Z
transaction,a80a5835-0ac4-44a0-87ad-ecc93e9a2479,posted,Uber Ride,-197.15,f8ffe8aa-8b42-4e24-a2a3-c3d577a02de4,19044.55,debit,bank-fee,AU00000,2023-05-31T23:52:32Z
transaction,a9f93127-e250-4990-85dc-09c4bf026c05,posted,Pharmacy Purchase,-3848.69,cf442a61-35d0-4cd1-9ef4-86e4d9d22496,15195.86,debit,bank-fee,AU00000,2023-05-14T22:39:00Z
transaction,0d5481f3-8301-4c62-aad6-c9072ca598bc,posted,Home Improvement Store Purchase,-1558.15,4cd9cc3c-0993-4993-8a99-18836a4f774b,13637.71,debit,payment,AU00000,2023-07-30T18:12:55Z
transaction,e51f5bdb-080d-4d0f-aa78-42ca022629ab,posted,Pharmacy Purchase,-4945.88,281ca850-8bfd-4a46-833d-09fac2c6422d,8691.83,debit,cash-withdrawal,AU00000,2024-02-08T05:21:19Z
transaction,c505fd46-4a14-4d14-9a3b-df8f68eb6805,posted,Manly Maths Tutor Wages,-3871.63,caaab0fa-dfd0-49f7-b86b-d6c729d705cb,4820.2,debit,cash-withdrawal,AU00000,2024-01-06T11:30:48Z
transaction,137c30e8-6e52-4e0a-8290-2ac40f84bdb2,posted,Clothing Store Purchase,-2256.91,6705d61a-fb25-479a-99a4-437c2f6a7935,2563.29,debit,cash-withdrawal,AU00000,2024-02-15T04:09:03Z
transaction,b18d4ff5-9279-4615-8cec-5720becc5c58,posted,Car Maintenance Expense,-474.92,2bee0b81-a99e-457a-b97c-26770d5ec52f,2088.37,debit,bank-fee,AU00000,2023-10-17T03:43:46Z
transaction,3e85a95a-6999-4f1d-ba49-433c14908252,posted,Travel Agency Booking,-586.09,cfa0bd7e-4fbb-4f11-bd9a-6cf1afbaf717,1502.28,debit,cash-withdrawal,AU00000,2023-09-25T09:46:17Z
transaction,a6188e2d-0d82-40af-9e62-742dc83da643,posted,Home Improvement Store Purchase,-893.57,9cfe384a-2a1a-469c-8843-cfd437a9e14d,608.71,debit,payment,AU00000,2023-11-03T18:37:24Z
transaction,8efe5093-115d-4959-b5cb-4b9224ab65df,posted,Coffee Shop Purchase,-2201.09,438d7d04-35f5-4d2d-8d6e-da1d53066c9a,-1592.38,debit,cash-withdrawal,AU00000,2023-11-17T10:53:36Z
transaction,cfe3b5c0-963b-4b62-a556-d78c905d9cab,posted,Coffee Shop Purchase,-2684.97,32ddb4a5-f653-45ea-8119-ac8cc9e09323,11841.67,debit,payment,AU00000,2023-11-12T15:56:51Z
transaction,86db4ef1-5906-43bf-89a1-32ef1801837c,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-2900.58,f1d58592-0b65-4536-a9d6-6ff75efc4077,8941.09,debit,payment,AU00000,2024-01-24T11:06:56Z
transaction,30b48f1e-bbb4-4e87-92e7-8fd76c0c788d,posted,TFR Acc14000 TO 12389,-4986.18,c4f2613d-8fa0-49ae-b7de-5ff973e70b07,3954.91,debit,bank-fee,AU00000,2023-10-16T00:35:47Z
transaction,ec5e5ada-50ee-482f-9b4a-e4bd6fc51ee7,posted,Non Hooli ATM Withdrawal Fee,-51.2,224708aa-869e-4b16-b150-df50def34e87,3903.71,debit,bank-fee,AU00000,2023-10-03T11:50:08Z
transaction,fd130fcd-d1b6-4678-b732-abb61030c088,posted,Electricity Bill Payment,-3298.93,eb89dd28-e24a-4c49-9b5f-a599bbcdc6a7,604.78,debit,bank-fee,AU00000,2023-09-13T19:34:15Z
transaction,3fe7d3e7-6700-448d-825b-7f16d80eb2b6,posted,CTRLINK CARERS Ref: 998R6789201610974V,-2217.59,e5e0c4f1-c11e-4199-92c6-2b9466629ad1,-1612.81,debit,cash-withdrawal,AU00000,2023-10-23T01:10:06Z
transaction,c6378b90-22fd-4d91-9f4d-4c6dd9bdc04c,posted,Hair Salon Appointment,-2317.89,57f85a18-8718-48ab-aad2-811ec409fbb4,-3930.7,debit,cash-withdrawal,AU00000,2023-05-20T05:55:38Z
transaction,9eeeab99-77c4-48f1-8d4b-e42008d9a78d,posted,Bookstore Purchase,-2192.15,7d5b0c3d-a48e-48a8-b4d4-c1ec7f76f481,-6122.85,debit,payment,AU00000,2023-08-22T04:33:37Z
transaction,06d46d00-d5ea-41ad-a883-7c5712e39e78,posted,Gasoline Purchase,-2489.09,fc68b92e-c8c4-4de2-b9e9-c910168579b4,-8611.94,debit,payment,AU00000,2023-05-25T15:39:18Z
transaction,b45cc763-f351-4027-b93e-2b67250b88ee,posted,Electricity Bill Payment,-4917.98,0421d502-a5c1-4aa4-a66a-1410f7058bac,-13529.92,debit,bank-fee,AU00000,2023-12-26T16:07:25Z
transaction,bf981ca4-9508-4a65-b77e-85f5ea62e6cf,posted,Amazon Online Shopping,-3168.65,d54f064c-ab72-4a23-877d-f6ebb05626ab,11440.91,debit,payment,AU00000,2023-07-07T15:44:21Z
transaction,7163cf42-78ed-4107-8a4c-0beaf0ae2300,posted,Non Hooli ATM Withdrawal Fee,-620.87,03356065-255b-420b-b5ae-8e61d9234ec1,10820.04,debit,cash-withdrawal,AU00000,2024-03-22T19:13:14Z
transaction,af4f350b-968f-4549-95d0-aa1299731abc,posted,Amazon Online Shopping,-227.85,7908c8e7-7beb-436d-9e19-9a18ea645531,10592.19,debit,bank-fee,AU00000,2024-04-26T15:36:20Z
transaction,4c03d88f-b2fa-4615-af77-c7fe6fd298bb,posted,Gym Membership Fee,-2655.35,2df66c7a-53e5-4a76-8dbe-21533bd05c22,7936.84,debit,cash-withdrawal,AU00000,2023-07-22T10:32:26Z
transaction,a504eeda-adbb-4d7d-b438-82a8853d8fdc,posted,Car Maintenance Expense,-3595.79,7f067ba1-5010-4b97-b5a3-0a2631224e86,4341.05,debit,cash-withdrawal,AU00000,2023-08-12T12:01:46Z
transaction,7df07dea-6632-4bd9-a3d8-cbe839359bce,posted,TRANSFER TO JOANNA SMITH CAMPING,-2900.99,3e025c59-0902-466b-b4de-15e16adb6bd4,1440.06,debit,payment,AU00000,2023-07-27T03:46:45Z
transaction,b38910ba-c933-46a8-b86c-1344abb5e7a6,posted,Travel Agency Booking,-3071.2,07b56716-8cda-478b-be98-448da5c6b761,-1631.14,debit,payment,AU00000,2023-12-04T19:41:00Z
transaction,f86dfb5a-a107-415c-9649-60c0b7b8e0cc,posted,Clothing Store Purchase,-1657.55,639e5f9b-e9ce-4ead-a7cc-49a2858f9906,-3288.69,debit,cash-withdrawal,AU00000,2023-10-04T21:47:01Z
transaction,2aa26293-aed6-4b5d-9bf7-34d3f1c9ae65,posted,Wdl ATM WESTPAC IGA BALGOWLAH BALGOWL AU,-1496.18,b845d338-fdac-4b48-90ae-09cce166d417,-4784.87,debit,cash-withdrawal,AU00000,2024-02-28T11:44:00Z
